file,where,original,updated
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/25/settings/11/label,Couleur de la Pastille - (Ouvert),Color de la Pastille - (Ouvert)
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/25/settings/12/label,Couleur du Signe - (Ouvert),Color du Signe - (Ouvert)
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/25/settings/14/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/25/settings/19/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/25/settings/23/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/25/settings/27/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/25/settings/31/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/25/settings/35/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/27/settings/5/label,Couleur des svg,Color des svg
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/28/settings/10/label,Couleur de la pagination,Color de la pagination
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/29/settings/5/label,Titre de l'onglet,Title de l'onglet
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/29/settings/14/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/29/settings/15/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/29/settings/18/label,Titre de l'onglet,Title de l'onglet
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/29/settings/27/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/29/settings/28/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/29/settings/31/label,Titre de l'onglet,Title de l'onglet
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/29/settings/40/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/29/settings/41/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/29/settings/44/label,Titre de l'onglet,Title de l'onglet
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/29/settings/53/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/29/settings/54/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/30/settings/3/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/30/settings/4/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/30/settings/10/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/31/settings/5/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/32/settings/3/label,Titre de la Pop-up,Title de la Pop-up
/Users/asc/Shopify/TPS RAW V1/sections/template-product.liquid,schema:blocks/33/settings/1/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/sections/image-with-text-explorer.liquid,schema:settings/13/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/sections/image-with-text-explorer.liquid,schema:settings/18/label,Légende Image,Caption Image
/Users/asc/Shopify/TPS RAW V1/sections/image-with-text-explorer.liquid,schema:settings/20/label,Légende Texte,Caption Texte
/Users/asc/Shopify/TPS RAW V1/sections/image-with-text-explorer.liquid,schema:settings/21/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/sections/image-with-text-explorer.liquid,schema:settings/22/label,Couleur de la légende,Caption color
/Users/asc/Shopify/TPS RAW V1/sections/image-with-text-explorer.liquid,schema:settings/23/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/sections/image-with-text-explorer.liquid,schema:settings/24/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/sections/image-with-text-explorer.liquid,schema:settings/25/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/sections/image-with-text-explorer.liquid,schema:settings/31/label,Couleur du fondu,Color du fondu
/Users/asc/Shopify/TPS RAW V1/sections/image-with-text-explorer.liquid,schema:settings/37/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/sections/image-with-text-explorer.liquid,schema:blocks/0/settings/2/label,Titre bouton,Title bouton
/Users/asc/Shopify/TPS RAW V1/sections/image-with-text-explorer.liquid,schema:blocks/0/settings/2/default,Titre,Title
/Users/asc/Shopify/TPS RAW V1/sections/image-text-image.liquid,schema:settings/5/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/sections/image-text-image.liquid,schema:settings/6/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/sections/image-text-image.liquid,schema:blocks/1/settings/1/label,Légende Image,Caption Image
/Users/asc/Shopify/TPS RAW V1/sections/image-text-image.liquid,schema:blocks/1/settings/3/label,Légende Texte,Caption Texte
/Users/asc/Shopify/TPS RAW V1/sections/image-text-image.liquid,schema:blocks/1/settings/4/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/sections/image-text-image.liquid,schema:blocks/1/settings/5/label,Couleur de la légende,Caption color
/Users/asc/Shopify/TPS RAW V1/sections/image-text-image.liquid,schema:blocks/1/settings/6/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/sections/image-text-image.liquid,schema:blocks/1/settings/7/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/sections/image-text-image.liquid,schema:blocks/1/settings/8/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/sections/image-text-image.liquid,schema:blocks/1/settings/14/label,Couleur du fondu,Color du fondu
/Users/asc/Shopify/TPS RAW V1/sections/image-text-image.liquid,schema:blocks/1/settings/20/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/sections/image.liquid,schema:settings/2/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/sections/image.liquid,schema:settings/3/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/sections/image.liquid,schema:settings/13/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/sections/image.liquid,schema:settings/22/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/sections/recommended-products.liquid,schema:settings/2/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/sections/recommended-products.liquid,schema:settings/9/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/sections/recommended-products.liquid,schema:settings/13/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/sections/recommended-products.liquid,schema:settings/18/label,Quantité maximale de produits à afficher,Quantity maximale de produits à afficher
/Users/asc/Shopify/TPS RAW V1/sections/recommended-products.liquid,schema:settings/20/options/0/label,Par défaut,Default
/Users/asc/Shopify/TPS RAW V1/sections/recommended-products.liquid,schema:settings/24/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/sections/recommended-products.liquid,schema:settings/27/label,Couleur du badge de vente,Color du badge de vente
/Users/asc/Shopify/TPS RAW V1/sections/recommended-products.liquid,schema:settings/28/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/sections/stories-bar-sticky-dynamic.liquid,schema:settings/1/label,Couleur de fond de l'infobulle,Color de fond de l'infobulle
/Users/asc/Shopify/TPS RAW V1/sections/testimonials.liquid,schema:settings/2/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/sections/testimonials.liquid,schema:settings/3/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/sections/testimonials.liquid,schema:settings/7/label,Légende Image,Caption Image
/Users/asc/Shopify/TPS RAW V1/sections/testimonials.liquid,schema:settings/9/label,Légende Texte,Caption Texte
/Users/asc/Shopify/TPS RAW V1/sections/testimonials.liquid,schema:settings/10/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/sections/testimonials.liquid,schema:settings/11/label,Couleur de la légende,Caption color
/Users/asc/Shopify/TPS RAW V1/sections/testimonials.liquid,schema:settings/12/label,Titre overlay,Title overlay
/Users/asc/Shopify/TPS RAW V1/sections/testimonials.liquid,schema:settings/14/label,Couleur du titre overlay,Color du titre overlay
/Users/asc/Shopify/TPS RAW V1/sections/testimonials.liquid,schema:settings/15/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/sections/testimonials.liquid,schema:settings/16/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/sections/testimonials.liquid,schema:settings/17/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/sections/testimonials.liquid,schema:settings/18/label,Description (facultatif),Description (optional)
/Users/asc/Shopify/TPS RAW V1/sections/testimonials.liquid,schema:settings/23/options/0/label,Par défaut,Default
/Users/asc/Shopify/TPS RAW V1/sections/testimonials.liquid,schema:settings/25/label,Couleur des étoiles inactives,Color des étoiles inactives
/Users/asc/Shopify/TPS RAW V1/sections/footer.liquid,schema:blocks/0/settings/0/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/sections/footer.liquid,schema:blocks/0/settings/1/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/sections/footer.liquid,schema:blocks/1/settings/1/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/sections/footer.liquid,schema:blocks/1/settings/2/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/sections/footer.liquid,schema:blocks/2/settings/0/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/sections/footer.liquid,schema:blocks/2/settings/1/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/sections/footer.liquid,schema:blocks/3/settings/0/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/sections/footer.liquid,schema:blocks/3/settings/1/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/sections/image-banner-mobile-only.liquid,schema:settings/1/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/sections/faq.liquid,schema:settings/2/info,"Si aucune image n'est sélectionnée, les options de couleur d'arrière-plan ci-dessous seront appliquées.","Si aucune image n'est sélectionnée, les options de color d'arrière-plan ci-dessous seront appliquées."
/Users/asc/Shopify/TPS RAW V1/sections/faq.liquid,schema:settings/5/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/sections/faq.liquid,schema:settings/6/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/sections/faq.liquid,schema:settings/8/info,"Si vous choissisez Simple (sans bordure), veuillez selectionner la couleur de la bordure sur (Default)","Si vous choissisez Simple (sans bordure), veuillez selectionner la color de la bordure sur (Default)"
/Users/asc/Shopify/TPS RAW V1/sections/faq.liquid,schema:settings/8/options/0/label,Par défaut,Default
/Users/asc/Shopify/TPS RAW V1/sections/newsletter.liquid,schema:settings/13/label,Titre overlay,Title overlay
/Users/asc/Shopify/TPS RAW V1/sections/newsletter.liquid,schema:settings/16/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/sections/newsletter.liquid,schema:settings/17/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/sections/newsletter.liquid,schema:settings/18/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/sections/template-cart.liquid,schema:name,Panier,Cart
/Users/asc/Shopify/TPS RAW V1/sections/template-cart.liquid,schema:presets/0/name,Panier,Cart
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text-vertical.liquid,schema:settings/3/label,Couleur d'arrière-plan,Color d'arrière-plan
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text-vertical.liquid,schema:settings/4/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text-vertical.liquid,schema:settings/7/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text-vertical.liquid,schema:settings/7/options/0/label,Par défaut,Default
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text-vertical.liquid,schema:settings/15/label,Légende Image,Caption Image
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text-vertical.liquid,schema:settings/17/label,Légende Texte,Caption Texte
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text-vertical.liquid,schema:settings/18/label,Taille de la légende,Caption size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text-vertical.liquid,schema:settings/19/label,Couleur de la légende,Caption color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text-vertical.liquid,schema:settings/20/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text-vertical.liquid,schema:settings/21/label,Couleur du titre,Color du titre
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text-vertical.liquid,schema:settings/22/label,Balise titre (SEO),Heading tag (SEO)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text-vertical.liquid,schema:settings/23/label,Taille du titre,Title size
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text-vertical.liquid,schema:settings/24/label,Couleur du SVG Sous titre,Color du SVG Sous titre
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text-vertical.liquid,schema:settings/25/label,Description (facultatif),Description (optional)
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text-vertical.liquid,schema:settings/26/label,Couleur de description,Color de description
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text-vertical.liquid,schema:settings/30/label,Couleur du bouton,Color du bouton
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text-vertical.liquid,schema:settings/33/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/scrolling-text-vertical.liquid,schema:settings/34/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/banner.liquid,schema:settings/1/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/banner.liquid,schema:settings/1/default,Titre de la bannière,Title de la bannière
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/sticky-atc.liquid,schema:settings/3/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/sticky-atc.liquid,schema:settings/4/label,Dégradé d'arrière-plan,Background gradient
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/sticky-atc.liquid,schema:settings/9/label,Couleur de la bordure,Color de la bordure
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/richtext.liquid,schema:blocks/0/settings/1/label,Titre,Title
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/richtext.liquid,schema:blocks/0/settings/1/default,Titre de la colonne,Title de la colonne
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/comparaison-table.liquid,schema:settings/2/label,Couleur de l'arrière plan,Background color
/Users/asc/Shopify/TPS RAW V1/theme-prod-reference/sections/comparaison-table.liquid,schema:settings/3/label,Dégradé d'arrière-plan,Background gradient
